# Antonio Boffa   Davide Montagno Bozzone
# Group BOFMON
# ML-CUP19
# 30/11/2019
1,29.39773,-3.968298
2,10.611364,-7.1219063
3,18.464401,-14.981042
4,15.681933,-12.662825
5,24.978275,-8.4539795
6,15.4783745,-12.743
7,7.75715,-4.362452
8,8.457807,-4.7103257
9,7.996355,-4.7924824
10,13.299395,-10.149284
11,5.667434,-2.1242733
12,22.423893,-13.809727
13,13.749372,-10.529904
14,14.269081,-11.083443
15,20.137575,-14.115192
16,11.335035,-7.9035635
17,11.844456,-8.55312
18,30.941597,-3.1531343
19,30.483223,-3.6026926
20,4.676754,-1.0150552
21,15.68829,-12.648521
22,28.882977,-4.3737803
23,15.343218,-12.2242565
24,23.009602,-12.52058
25,20.508774,-13.672527
26,19.70338,-14.145496
27,12.388681,-9.093588
28,10.071266,-6.6550646
29,30.158115,-3.8481717
30,26.09983,-7.282032
31,11.891148,-8.524882
32,9.670833,-5.940269
33,24.553394,-8.719255
34,28.525211,-5.278342
35,21.345287,-12.51515
36,14.261281,-11.284769
37,23.522148,-11.687
38,4.0221004,0.24570245
39,14.111002,-11.165339
40,21.403599,-12.597138
41,5.2501893,-1.6603342
42,13.512011,-10.221806
43,14.321268,-11.305263
44,7.2047524,-3.8985996
45,19.874908,-14.077808
46,24.664217,-9.206854
47,5.8323846,-2.3616257
48,4.428828,-0.6730259
49,16.027237,-13.065314
50,26.118383,-6.18433
51,29.422127,-4.2647414
52,17.285355,-14.325183
53,29.608196,-4.5242653
54,7.524377,-4.0026793
55,4.5887017,-0.39530253
56,20.095274,-13.272034
57,5.0023446,-1.2990255
58,29.397762,-3.9683127
59,19.769028,-14.2865925
60,5.100854,-0.9544977
61,18.045254,-14.96557
62,19.331415,-14.219823
63,13.556774,-10.641339
64,24.651527,-9.067912
65,21.02509,-14.502619
66,22.932556,-11.870173
67,26.611992,-6.939254
68,4.2889338,-0.58292484
69,9.227831,-5.583899
70,20.126156,-14.421562
71,10.630741,-7.3650074
72,22.652058,-11.132072
73,13.475929,-10.326261
74,19.784504,-15.037132
75,31.136204,-3.343316
76,14.182843,-10.894555
77,24.788624,-8.964352
78,12.130945,-8.715659
79,6.874228,-2.92199
80,30.40107,-4.2474504
81,21.787437,-13.859907
82,13.541494,-10.354798
83,12.253463,-8.926546
84,18.173796,-14.699651
85,23.67648,-9.788977
86,7.0185924,-3.5536046
87,17.454113,-14.88372
88,31.548248,-2.933092
89,29.510263,-4.64534
90,22.397697,-12.309558
91,5.0838275,-1.2463284
92,17.368174,-14.009722
93,3.9769304,-0.5349076
94,11.730108,-8.066426
95,23.984499,-9.303515
96,15.217669,-12.225077
97,10.766863,-7.177002
98,10.048332,-6.6742096
99,30.136267,-3.6711001
100,26.46253,-6.6306496
101,13.536131,-10.318498
102,27.109035,-5.9954987
103,14.491267,-10.965006
104,23.95365,-9.282558
105,14.076727,-11.006751
106,25.062344,-8.913049
107,15.216831,-12.138536
108,12.388769,-9.093679
109,13.312393,-10.267926
110,6.6534224,-2.6598349
111,11.94198,-8.565051
112,16.193403,-13.384369
113,15.908165,-13.157846
114,15.045267,-11.982895
115,8.018339,-4.4175067
116,17.29158,-14.658567
117,15.546179,-12.679547
118,15.510088,-13.015967
119,18.503895,-15.280072
120,27.446644,-5.9361234
121,8.792446,-5.5709066
122,24.163597,-9.077466
123,14.270281,-10.986813
124,24.808098,-8.895586
125,4.106229,-0.3262296
126,7.610675,-4.1337113
127,28.531261,-5.633008
128,24.343908,-10.027893
129,7.798998,-4.131362
130,17.855808,-14.915033
131,20.699543,-14.670414
132,21.033302,-12.92264
133,27.038002,-6.359577
134,24.323994,-9.078785
135,28.66819,-5.8197837
136,5.7485876,-2.40483
137,16.048698,-13.111537
138,15.92109,-13.315562
139,22.027573,-11.818769
140,7.6809163,-4.1678863
141,29.134014,-4.449497
142,21.10374,-15.352707
143,18.621792,-15.282766
144,21.327553,-12.552944
145,14.875302,-11.858067
146,15.465202,-12.760582
147,10.3127,-6.8776236
148,17.349968,-14.700778
149,8.526021,-5.1866593
150,6.7579703,-3.3023787
151,10.068865,-6.4633713
152,21.841019,-12.846072
153,28.625381,-4.549711
154,4.95281,-1.4030814
155,18.568668,-14.796886
156,15.366291,-12.494805
157,19.895567,-14.583748
158,16.981564,-13.96641
159,14.345285,-11.244476
160,10.61128,-7.1218214
161,10.366735,-7.048316
162,29.003822,-5.004569
163,14.755789,-11.500298
164,9.538801,-6.0912213
165,29.322515,-3.87192
166,21.312445,-13.804207
167,23.770649,-9.333527
168,6.6255383,-3.063774
169,24.973938,-8.747421
170,8.449895,-5.1993656
171,10.561962,-7.4869976
172,21.27408,-15.173023
173,26.054852,-7.8610234
174,15.772774,-12.528484
175,20.80225,-13.716084
176,25.283278,-8.968177
177,21.366924,-12.104454
178,7.116818,-3.2362967
179,17.94931,-15.169018
180,20.799252,-13.512426
181,18.057575,-15.196146
182,16.598318,-13.163502
183,15.735386,-13.130459
184,21.135984,-13.122117
185,26.214626,-7.7239113
186,13.769109,-10.616831
187,26.595715,-6.992013
188,29.493828,-4.7732825
189,26.573198,-6.75247
190,8.053217,-4.381769
191,6.800407,-3.3775706
192,10.933331,-7.6526117
193,27.874527,-5.757985
194,3.8546073,-0.58825076
195,23.172554,-10.330025
196,29.462269,-4.253433
197,26.733717,-6.769978
198,21.225594,-13.59178
199,9.894095,-6.1543884
200,27.179708,-6.665133
201,22.385777,-12.6793375
202,27.842031,-6.633212
203,12.916502,-9.650406
204,30.8228,-2.9203458
205,29.14029,-4.917886
206,29.720634,-4.156677
207,28.709217,-5.1927123
208,17.463547,-14.829733
209,4.511711,-0.8375757
210,9.571935,-5.8319654
211,29.992096,-4.1765947
212,17.834595,-14.767075
213,6.941325,-3.6156802
214,13.91044,-10.979677
215,23.551083,-9.157168
216,23.414816,-9.770929
217,11.028874,-7.291157
218,26.774105,-6.002277
219,9.819838,-6.460725
220,6.410342,-2.6454377
221,11.063847,-7.6664205
222,27.479805,-6.234169
223,9.345913,-6.1050396
224,20.699547,-14.670395
225,17.611168,-14.421043
226,27.40704,-5.9650955
227,21.524235,-12.837835
228,12.66379,-9.159736
229,29.543715,-4.336364
230,9.600069,-6.179109
231,5.712519,-1.7762451
232,24.478577,-9.710592
233,4.4684014,-0.75640255
234,11.555946,-8.213398
235,22.06133,-12.44284
236,15.860655,-13.155653
237,30.55035,-3.291123
238,15.584533,-12.612347
239,8.857348,-5.2795506
240,24.808014,-8.895462
241,10.467218,-7.0867443
242,5.725534,-2.1900678
243,27.14766,-6.74034
244,8.319327,-4.560575
