# Data Set (v1): LOC-OSM-TR,,,,,,,,,,,,,,,,,,,,,,
# Nov 2019 - ML-2019 CUP,,,,,,,,,,,,,,,,,,,,,,
# INFO: micheli@di.unipi.it,,,,,,,,,,,,,,,,,,,,,,
# (C) CIML group - 2019,,,,,,,,,,,,,,,,,,,,,,
# Format:,,,,,,,,,,,,,,,,,,,,,,
# Training set: id inputs target_x target_y (last 2 columns),,,,,,,,,,,,,,,,,,,,,,
# Blind Test set: id inputs,,,,,,,,,,,,,,,,,,,,,,
21,0.529963419,-0.362538933,0.152706836,-1.263882783,-0.024160925,0.535177784,0.811131187,-0.830991867,0.529973809,-0.024130358,0.535183619,1.950314667,1.950328374,-1.263883388,-0.387217905,-0.830975772,0.811109859,0.152684582,-0.362525872,-0.38720679,14.44508644,-11.28612103
22,-0.290893566,0.594548768,0.061024006,0.758831151,1.313904047,0.05291515,-0.922896065,-0.373277083,-0.29088994,1.313903241,0.052899868,0.44220548,0.442194113,0.758798431,-0.566358579,-0.373278373,-0.922903038,0.061010347,0.594531178,-0.566346211,19.52967431,-13.69908683
23,-1.23803147,1.270100556,-0.672378673,1.948616879,1.313899278,-1.324989703,-1.22187059,0.942664013,-1.238054989,1.313898778,-1.324993043,-2.479788019,-2.479794667,1.948629561,-1.581596921,0.942662577,-1.221874374,-0.672378249,1.270109201,-1.581584931,25.34654497,-8.389288541
24,0.529955734,-1.432198781,-2.50588434,-1.025917747,-0.93965688,0.328506165,1.40904515,-1.28870727,0.529946894,-0.939648044,0.328504378,-1.725729074,-1.725724884,-1.025925861,0.926618869,-1.288726308,1.409053275,-2.50587122,-1.432206237,0.926626506,5.332111738,-1.578497997
25,0.529984772,0.200435822,0.061010198,0.163909346,0.327963449,1.568635738,0.631756418,-1.174275485,0.529975605,0.327975694,1.568608354,1.856080792,1.856079772,0.163895895,0.209989222,-1.174262393,0.63173948,0.061028172,0.200431923,0.209985557,15.18665744,-12.08871843
26,-1.680033454,0.031580226,-2.230858165,0.639818041,0.257540468,-1.11829152,-1.221865756,1.114324778,-1.680056157,0.257527618,-1.118294145,-0.688865109,-0.688890713,0.639831221,-1.282994574,1.114315371,-1.221869988,-2.230837675,0.031542323,-1.282998805,28.40618597,-5.544910963
27,1.666539002,-1.5448032,-1.039078813,-1.680312104,-1.714317539,0.604091814,0.930711588,-0.945428866,1.666536189,-1.714315507,0.604085857,-0.31185517,-0.311856133,-1.680312885,0.448866284,-0.945422753,0.930712309,-1.039065549,-1.54478661,0.448868513,6.940157556,-3.326931131
28,0.151108247,-0.869221738,-1.222439433,-1.144899797,-1.362212597,0.397389883,0.811135718,-1.345910077,0.15110824,-1.362204347,0.397387093,-0.971649148,-0.971689541,-1.144907409,1.643243637,-1.345917853,0.811123478,-1.222432254,-0.869232937,1.643230864,5.676307484,-1.953596419
29,-0.669753426,0.59452203,-1.222428136,0.639828678,1.102629932,0.052918375,-0.683735706,0.599381781,-0.66976493,1.102644948,0.052918598,1.007746893,1.007759008,0.639825385,-0.566357042,0.599366814,-0.68371742,-1.222430037,0.594537299,-0.566377003,20.90529729,-12.49986799
30,1.287687191,-0.92550742,-0.122317709,-0.490511089,-0.728381607,1.224149733,0.990498076,-0.945412418,1.28769786,-0.728370544,1.224123767,0.442197686,0.442203364,-0.490500244,0.866899527,-0.945412998,0.990508064,-0.122342463,-0.92549776,0.866892651,10.61398548,-7.208691085
31,-0.732898785,0.707125917,0.061004019,1.056259786,0.820933542,-0.291571669,-0.623925521,-0.544921761,-0.732907184,0.820935159,-0.291567548,-0.217595444,-0.217603039,1.056256085,-0.805238791,-0.544910565,-0.623925176,0.061013647,0.707150931,-0.805232233,21.01045611,-12.38661212
32,1.161391806,-0.812912686,-0.855734287,-1.025934293,-0.939655329,1.224122465,0.631778882,-0.373269631,1.16139313,-0.939678754,1.224125308,0.347954779,0.347939338,-1.025919629,1.284941643,-0.373266692,0.631741832,-0.855740852,-0.812932153,1.284926325,13.09957515,-9.839383503
33,-0.922334956,0.763421035,-0.489031134,1.115762267,1.595604997,-0.704933883,-0.683712965,0.599360743,-0.922316638,1.595610916,-0.704923174,-0.971673603,-0.971647422,1.115748207,-0.566376931,0.599386663,-0.683722938,-0.489049109,0.763439792,-0.566378357,22.13760867,-11.37125675
34,0.971963893,-0.92550077,-1.222421133,-1.263893129,-0.869240308,0.397403258,1.528658451,-1.231495484,0.97196724,-0.86922306,0.397407698,-0.406104143,-0.406114992,-1.263890398,0.926620965,-1.231501296,1.528647043,-1.222405621,-0.925535177,0.926623179,5.181316076,-1.439804463
35,0.151120772,0.538225804,0.244356599,0.22340035,0.18713342,0.741867831,0.272989547,0.370515321,0.151104896,0.187115671,0.741865965,0.819234979,0.819231666,0.223400355,0.389152987,0.370510888,0.272991553,0.244352809,0.538226437,0.389144381,17.49623706,-14.58480942
36,-1.048601994,0.650827648,-0.397356855,0.639816212,1.736458346,-0.842714471,-0.743514805,0.313306262,-1.048615255,1.736445358,-0.842710925,-0.688889969,-0.688862757,0.639828917,-0.566346408,0.313290156,-0.743512306,-0.397352676,0.650834996,-0.566378502,23.35057805,-10.26542369
37,-0.66975033,0.819722305,-1.405778442,0.223392271,0.187120707,-1.118284209,-1.221873851,1.800890875,-0.669747597,0.187111812,-1.118286218,-2.102754516,-2.102760391,0.223396171,-1.581597799,1.800887733,-1.221874481,-1.40578425,0.819704017,-1.581607581,30.08334357,-3.956657534
38,-0.038311081,0.538230771,0.152694874,0.996768472,0.750499417,0.397390985,0.033808786,0.542133854,-0.038310478,0.75051202,0.397390234,0.159428915,0.159421051,0.996763347,0.030813512,0.542151738,0.033821054,0.152678617,0.538237455,0.030824704,18.40145144,-14.74314296
